CODIGO,TITULO,SINONIMOS,SINONIMOS_ENG,SINONIMOS_ENG_CLEAN
517225,Policial legislativo,"Agente de polícia legislativa, Policial legislativo federal","Legislative Police Agent, Federal Legislative Police",legislative police agent federal legislative police
517230,Policial penal,"Agente de execução penal, Agente de segurança penitenciária, Agente penitenciário, Guarda de presídio, Inspetor penitenciário","Penal enforcement agent, penitentiary security agent, prison officer, prison guard, prison inspector",penal enforcement agent penitentiary security agent prison officer prison guard prison inspector
517235,Guarda portuário,"Agente da guarda portuária, Inspetor de guarda portuária, Rondante de guarda portuária","Port Guard Agent, Port Guard Inspector, Port Guard,",port guard agent port guard inspector port guard
517305,Vigilante de proteção de aeroporto,Vigilante de aeroporto,Airport vigilante,airport vigilante
517310,Agente de segurança,"Segurança comunitário, Segurança de evento, Segurança pessoal","Community security, event security, personal security",community security event security personal security
517320,Vigia florestal,"Guarda-rural, Guarda-territorial, Inspetor de guarda-territorial, Mateiro-guarda florestal","Wardrobe, umbrellas, inspector of guard, forest mateiro,",wardrobe umbrella inspector guard forest mateiro
517325,Vigia portuário,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
517330,Vigilante,"Agente de segurança ferroviária, Assistente de segurança, Auxiliar de segurança, Auxiliar de serviço de segurança, Encarregado de portaria e segurança, Encarregado de segurança, Encarregado de vigilância - organizações particulares de segurança, Fiscal de segurança, Fiscal de vigilância - organizações particulares de segurança, Fiscal de vigilância bancária, Guarda de banco - organizações particulares de segurança, Guarda de segurança, Guarda de segurança - empresa particular de segurança, Guarda de vigilância, Guarda ferroviário, Guarda valores, Guarda vigia, Guarda-civil, Guarda-costas, Inspetor de vigilância, Ronda - organizações particulares de segurança, Rondante - organizações particulares de segurança, Vigilante bancário","Railway security agent, security assistant, security assistant, security assistant, concierge and security guard, security guard, surveillance in charge - private security organizations, security inspector, surveillance inspector - private security organizations - security, Banking Surveillance Supervisor, Bank Guard - Private Security Organizations, Security Guard, Security Guard - Private Security Company, Surveillance Guard, Railway Guard, Guarda Values, Guard, Guard, Guard, Bodyguard, InspectorSurveillance, Ronda - Private Security Organizations, Rondante - Private Security Organizations, Bank Vigilante",railway security agent security assistant security assistant security assistant concierge security guard security guard surveillance charge private security organization security inspector surveillance inspector private security organization security banking surveillance supervisor bank guard private security organization security guard security guard private security company surveillance guard railway guard guarda value guard guard guard bodyguard inspectorsurveillance ronda private security organization rondante private security organization bank vigilante
517405,Porteiro (hotel),"Atendente de portaria de hotel, Capitão porteiro","Hotel Ordinance Attendant, Captain Porter",hotel ordinance attendant captain porter
517410,Porteiro de edifícios,"Guariteiro, Porteiro, Porteiro industrial","Guariteiro, Porter, Industrial Porter",guariteiro porter industrial porter
517415,Agente de portaria,"Controlador de acesso, Medidor de temperatura corporal, Porteiro de locais de diversão","Access controller, body temperature meter, gateway",access controller body temperature meter gateway
517420,Vigia,"Vigia de rua, Vigia noturno","Street watchman, night watchman",street watchman night watchman
517425,Fiscal de loja,"Assistente de prevenção de perdas, Fiscal de piso, Fiscal de prevenção de perdas, Monitor de prevenção de perdas","Loss prevention assistant, floor inspector, loss prevention inspector, loss prevention monitor",loss prevention assistant floor inspector loss prevention inspector loss prevention monitor
519105,Ciclista mensageiro,"Bikeboy, Condutor de bicicleta no transporte de mercadorias","Bikeboy, bicycle driver in the transport of goods",bikeboy bicycle driver transport good
519110,Motofretista,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
519115,Mototaxista,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
519205,Catador de material reciclável,"Agente de reciclagem de materiais, Catador de ferro-velho, Catador de papel e papelão, Catador de sucata, Catador de vasilhame, Coletor de materiais recicláveis, Enfardador de sucata (cooperativa)","Materials Recycling Agent, Older Iron Spatch, paper and cardboard collector, scrap collector, container collector, recyclable materials collector, scrap buzzer (cooperative)",material recycling agent older iron spatch paper cardboard collector scrap collector container collector recyclable material collector scrap buzzer cooperative
519210,Selecionador de material reciclável,"Separador de material reciclável, Separador de sucata, Triador de material reciclável, Triador de sucata","Recyclable material separator, scrap separator, recyclable material triator, scrap triador",recyclable material separator scrap separator recyclable material triator scrap triador
519215,Operador de prensa de material reciclável,"Enfardador de material de sucata (cooperativa), Prenseiro, Prensista","Successful material (cooperative), prensist",successful material cooperative prensist
519305,Auxiliar de veterinário,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
519310,Esteticista de animais domésticos,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
519315,Banhista de animais domésticos,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
519320,Tosador de animais domésticos,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
519325,Monitor de animais domésticos,"Babá de animais domésticos (pet sitter), Cuidador de animais domésticos, Monitor em creches caninas, Monitor em creches de animais domésticos, Recreador de animais domésticos","Domestic animal nanny (pet sitter), pet caregiver, canine day care monitor, monitor in domestic animal day care centers, household animal recreation",domestic animal nanny pet sitter pet caregiver canine day care monitor monitor domestic animal day care center household animal recreation
519330,Condutor de cães domésticos,Passeador de cães (dog walker),Dog Walking (Dog Walker),dog walking dog walker
519805,Profissional do sexo,"Garota de programa, Garoto de programa, Meretriz, Messalina, Michê, Mulher da vida, Prostituta, Trabalhador do sexo","Call girl, call boy, harlot, Messalina, Micê, Woman of Life, Prostitute, Sex Worker",call girl call boy harlot messalina mic woman life prostitute sex worker
519905,Cartazeiro,"Colador de cartazes, Colocador de cartazes, Colocador de painéis, Emendador de cartazes, Instalador de painéis, Panfleteiro, Plaqueiro, Propagandista","Poster Poster, Poster Place, Panel Placer, Poster Amender, Panel Installer, Pamphlet, Plaqueiro, Propagandist",poster poster poster place panel placer poster amender panel installer pamphlet plaqueiro propagandist
519910,Controlador de pragas,"Aplicador de inseticida, Dedetizador, Descupinizador, Desinfestador, Desratizador","Insecticide applicator, dedetizer, disappinizer, disinfestor, deractizer",insecticide applicator dedetizer disappinizer disinfestor deractizer
519915,Engraxate,"Lustrador - engraxate, Polidor de artefatos de couro, Polidor de calçados","Luster - Espeutor, leather artifacts, shoe polisher",luster espeutor leather artifact shoe polisher
519920,Gandula,"Enxugador de quadra, Pegador de bola, Rodoboy","Quadri driver, ball catcher, Rodoboy",quadri driver ball catcher rodoboy
519925,Guardador de veículos,"Flanelinha, Guardador autônomo de veículos, Guardador de carro, Orientador de tráfego para estacionamento","Flanelinha, autonomous vehicle keeper, car keeper, traffic advisor for parking",flanelinha autonomous vehicle keeper car keeper traffic advisor parking
519930,"Lavador de garrafas, vidros e outros utensílios",,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
519935,Lavador de veículos,"Ajudante de lavador de automóvel, Ajudante de polidor de veículos, Enxugador de veículos, Enxugador e acabador na lavagem de veículos, Lavador de automóveis, Lavador de carros, Lavador de ônibus, Limpador de aviões, bondes, coletivos, ônibus e trens, Operador de lavador de veículos, Polidor de automóveis, Polidor de veículos","Automobile washer, vehicle polisher assistant, vehicle wisdom, wisdom and finisher in vehicle washing, car washer, car washer, bus washer, aircraft wiper, trams, collectives, buses and trains, operator, operator, operatorvehicle washer, car polisher, vehicle polisher",automobile washer vehicle polisher assistant vehicle wisdom wisdom finisher vehicle washing car washer car washer bus washer aircraft wiper tram collective bus train operator operator operatorvehicle washer car polisher vehicle polisher
519940,Leiturista,"Anotador de consumo de energia elétrica, água e gás, Encarregado de serviços de leitura e verificação de consumo de energia elétrica, água e gás, Hidrometrista, Leitor de hidrômetro, Leitor de medidores de água, gás e energia elétrica","Notebook of electricity consumption, water and gas, in charge of reading and verifying consumption of electricity, water and gas, hydrometry, hydrometer reader, water, gas and electricity reader reader, reader reader",notebook electricity consumption water gas charge reading verifying consumption electricity water gas hydrometry hydrometer reader water gas electricity reader reader reader reader
519945,Recepcionista de casas de espetáculos,"Indicador, Lanterninha, Vagalume","Indicator, flashlight, vagalume",indicator flashlight vagalume
520105,Supervisor de vendas de serviços,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
520110,Supervisor de vendas comercial,"Supervisor comercial, Supervisor de vendas no atacado, Supervisor de vendas no varejo","Commercial supervisor, wholesale sales supervisor, retail sales supervisor",commercial supervisor wholesale sale supervisor retail sale supervisor
521105,Vendedor em comércio atacadista,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
521110,Vendedor de comércio varejista,"Consultor de vendas, Operador de vendas (lojas), Vendedor - no comércio de mercadorias, Vendedor interno","Sales Consultant, Sales Operator (Stores), Seller - In Commodity Trade, Internal Seller",sale consultant sale operator store seller commodity trade internal seller
521115,Promotor de vendas,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
521120,Demonstrador de mercadorias,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
521125,Repositor de mercadorias,"Arrumador de prateleiras - em supermercados, Arrumador de prateleiras - no comércio, Repositor - em supermercados","Shelves Watchman - In supermarkets, shelves staff - in commerce, repositor - in supermarkets",shelf watchman supermarket shelf staff commerce repositor supermarket
521130,Atendente de farmácia - balconista,Ajudante de farmácia,Pharmacy assistant,pharmacy assistant
521135,Frentista,"Atendente de posto de gasolina, Bombeiro de posto de gasolina","Gas station attendant, gas station firefighter",gas station attendant gas station firefighter
521140,Atendente de lojas e mercados,"Atendente balconista, Atendente de balcão, Atendente de lojas, Atendente de padaria, Atendente de peixaria, Atendente do setor de frios e laticínios, Atendente do setor de hortifrutigranjeiros, Atendente do setor de rotisserie (pratos prontos), Atendente do setor de vinhos, Balconista","Calconist attendant, counter attendant, stores attendant, bakery attendant, fishmonger attendant, clerk of the cold and dairy sector, attendant of the vegetable sector, attendant of the rotisserie sector (ready dishes), clerk attendant, clerk, clerk, clerk attendant",calconist attendant counter attendant store attendant bakery attendant fishmonger attendant clerk cold dairy sector attendant vegetable sector attendant rotisserie sector ready dish clerk attendant clerk clerk clerk attendant
523105,"Instalador de cortinas e persianas, portas sanfonadas e boxe",,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
523110,Instalador de som e acessórios de veículos,Instalador de película solar (insulfilm),Solar film installer (insulfilm),solar film installer insulfilm
523115,Chaveiro,Montador de fechaduras,Lock assembler,lock assembler
523120,Aplicador de vinil autoadesivo,"Adesivador, Aplicador de adesivos, Aplicador de adesivos em superfícies, Aplicador de autoadesivo, Envelopador, Instalador de vinil adesivo","Adhesive, adhesive applicator, surface adhesive applicator, self -adhesive applicator, envelope, vinyl installer adhesive",adhesive adhesive applicator surface adhesive applicator self adhesive applicator envelope vinyl installer adhesive
523125,Estampador de placa de identificação veicular (epiv),,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
524105,Vendedor em domicílio,"Vendedor de consórcio, Vendedor de livros, Vendedor de plano de saúde, Vendedor de serviços, Vendedor orçamentista, Vendedor por catálogos, Vendedor porta a porta","Consortium seller, book seller, health plan seller, service seller, budget seller, catalog seller, door -to -door seller",consortium seller book seller health plan seller service seller budget seller catalog seller door door seller
524205,Feirante,Auxiliar de feirante,Fair,fair
524210,Jornaleiro (em banca de jornal),Vendedor de jornais e revistas,Newspapers and magazine seller,newspaper magazine seller
524215,Vendedor  permissionário,Camelô (permissionário em ponto fixo),Street vendor (permit holder in fixed point),street vendor permit holder fixed point
524305,Vendedor ambulante,"Ambulante, Baleiro (ambulante), Camelô (comércio ambulante), Doceiro (comércio ambulante), Garrafeiro (comércio ambulante), Jornaleiro (ambulante), Leiteiro (comércio ambulante), Sorveteiro (comércio ambulante), Vendedor de cachorro quente","Walking, Baleiro (street vendor), street vendor (street commerce), sweetheart (street commerce), watercraft (street commerce), journal (street vendor), dairy (street commerce), ice cream (street vendor), hot dog seller)",walking baleiro street vendor street vendor street commerce sweetheart street commerce watercraft street commerce journal street vendor dairy street commerce ice cream street vendor hot dog seller
524310,Pipoqueiro ambulante,Vendedor de pipocas ambulante,Walking Pipocas Seller,walking pipocas seller
524315,Baiana de acarajé,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
611005,"Produtor agropecuário, em geral","Agropecuarista, Arrendatário na agropecuária, Empresário rural na agropecuária, Fazendeiro na agropecuária - conta própria, Meeiro na agropecuária - conta própria, Parceiro na agropecuária - conta própria, Posseiro na agropecuária - conta própria, Produtor rural na agropecuária, Proprietário na agropecuária - conta própria, Roceiro na agropecuária - conta própria, Sitiante, Sitiante na agropecuária - conta própria, Sócio-proprietário na agropecuária - conta própria","Agriculturalist, tenant in agriculture, rural entrepreneur in agriculture, farmer at agriculture - his own account, meueiro in agriculture - his own account, partner in agriculture - own account, poster in agriculture - own account, rural producer in agriculture, owner at agriculture - account of his own, Rocieiro in agriculture - own account, besiencer, besieging in agriculture - own account, partner -owner in agriculture - own account",agriculturalist tenant agriculture rural entrepreneur agriculture farmer agriculture account meueiro agriculture account partner agriculture account poster agriculture account rural producer agriculture owner agriculture account rocieiro agriculture account besiencer besieging agriculture account partner owner agriculture account
612005,Produtor agrícola polivalente,"Agricultor familiar polivalente, Agricultor polivalente, Agricultor polivalente - conta própria, Agricultor polivalente - empregador, Arrendatário polivalente, Meeiro polivalente, Parceiro polivalente, Produtor rural polivalente na agricultura - conta própria, Produtor rural polivalente na agricultura - empregador, Proprietário polivalente na agricultura - conta própria, Proprietário polivalente na agricultura - empregador, Sitiante polivalente, Sócio-proprietário polivalente na agricultura - conta própria, Sócio-proprietário polivalente na agricultura - empregador","Multipurpose family farmer, multipurpose farmer, multipurpose farmer - his own account, multipurpose farmer - employer, multipurpose lender, multipurpose, multipurpose partner, multipurpose farming producer - his own, multipurpose farmer in agriculture - employer, multipurpose owner in agriculture - account - accountOwn, multipurpose owner in agriculture - employer, multipurpose resort, multipurpose partner in agriculture - own account, multipurpose partner in agriculture - employer",multipurpose family farmer multipurpose farmer multipurpose farmer account multipurpose farmer employer multipurpose lender multipurpose multipurpose partner multipurpose farming producer multipurpose farmer agriculture employer multipurpose owner agriculture account accountown multipurpose owner agriculture employer multipurpose resort multipurpose partner agriculture account multipurpose partner agriculture employer
612105,Produtor de arroz,"Agricultor na produção de arroz, Arrozeiro, Colono na produção de arroz, Granjeiro na produção de arroz, Lavoureiro na produção de arroz, Orizicultor, Rizicultor, Rizipiscicultor","Farmer in the production of rice, rice, settler in the production of rice, large in rice production, washer in the production of rice, oriziculor, rhiziculture, rizipicicultor.",farmer production rice rice settler production rice large rice production washer production rice oriziculor rhiziculture rizipicicultor
612110,Produtor de cana-de-açúcar,"Agricultor na produção da cana-de-açúcar, Canavieiro","Farmer in sugarcane production, sugarcane",farmer sugarcane production sugarcane
612115,Produtor de cereais de inverno,"Agricultor na produção de cereais de inverno, Colono na produção de cereais de inverno, Lavoureiro na produção de cereais de inverno, Produtor de aveia, Produtor de centeio, Produtor de cevada, Produtor de trigo, Produtor de triticale, Triticultor","Farmer in the production of winter cereals, settler in the production of winter cereals, washerwoman in the production of winter cereals, oat producer, ray producer, barley producer, wheat producer, triticale producer, triticulturist",farmer production winter cereal settler production winter cereal washerwoman production winter cereal oat producer ray producer barley producer wheat producer triticale producer triticulturist
612120,Produtor de gramíneas forrageiras,"Agricultor na produção de gramíneas forrageiras, Colono na produção de gramíneas forrageiras, Granjeiro na produção de gramíneas forrageiras, Produtor de sementes forrageiras, Sementeiro","Farmer in the production of forage grasses, settler in the production of forage grasses, granjeiro in the production of forage grasses, producer of forage seeds, seeder",farmer production forage grass settler production forage grass granjeiro production forage grass producer forage seed seeder
612125,Produtor de milho e sorgo,"Agricultor na produção de milho e sorgo, Colono na produção de milho e sorgo, Granjeiro na produção de milho e sorgo, Lavoureiro na produção de milho e sorgo, Produtor de milho, Produtor de sorgo","Farmer in corn and sorghum production, settler in corn and sorghum production, large in corn and sorghum production, washer in the production of corn and sorghum, producer of corn, sorghum producer",farmer corn sorghum production settler corn sorghum production large corn sorghum production washer production corn sorghum producer corn sorghum producer
612205,Produtor de algodão,"Cotonicultor - empregador, Plantador de algodão","Cotoniculturist - Employer, Cotton Planner",cotoniculturist employer cotton planner
612210,Produtor de curauá,Plantador de curauá,Curauá Planter,curau planter
612215,Produtor de juta,"Juteiro - conta própria, Juticultor - conta própria, Plantador de juta","JETANT - Own Account, Jeticulture - Own Account, Jute Planner",jetant account jeticulture account jute planner
612220,Produtor de rami,"Plantador de rami, Ramicultor","Rami Planter, Ramulturer",ramus planter ramulturer
612225,Produtor de sisal,"Plantador de agave, Plantador de sisal, Produtor de agave, Sisaleiro","Agave Planner, Sisal Planner, Agave Producer, Sisaleiro",agave planner sisal planner agave producer sisaleiro
612305,Produtor na olericultura de legumes,"Horticultor de legumes, Olericultor de legumes",Vegetable horticultur,vegetable horticultur
612310,"Produtor na olericultura de raízes, bulbos e tubérculos","Bataticultor, Cebolecultor, Horticultor de raízes, bulbos e tubérculos, Olericultor","Bathaltor, onionculler, root horticulturist, bulbs and tubers, olericulturist",bathaltor onionculler root horticulturist bulb tuber olericulturist
612315,"Produtor na olericultura de talos, folhas e flores","Alfaceiro, Horticultor de talos, folhas e flores, Olericultor de talos, folhas e flores","Alphabeth, horticulturist of stalks, leaves and flowers, olericulturist of stalks, leaves and flowers",alphabeth horticulturist stalk leaf flower olericulturist stalk leaf flower
612320,Produtor na olericultura de frutos e sementes,"Horticultor de frutos e sementes, Olericultor de frutos e sementes, Tomatecultor",Fruits and seed horticultur,fruit seed horticultur
612405,Produtor de flores de corte,Floricultor  de flores de corte,Beef flower,beef flower
612410,Produtor de flores em vaso,Floricultor de flores em vaso,Vase Flower Floricator,vase flower floricator
612415,Produtor de forrações,Floricultor de forrações,Lining florner,lining florner
612420,Produtor de plantas ornamentais,"Floricultor de plantas ornamentais, Viveirista de flores e plantas ornamentais","Floriculturist of ornamental plants, flowering and ornamental plants",floriculturist ornamental plant flowering ornamental plant
612505,Produtor de árvores frutíferas,"Bananicultor, Citricultor, Pessicultor, Produtor de abacate, Produtor de banana, Produtor de caju, Produtor de caqui, Produtor de laranja, Produtor de maçã, Produtor de mamão, Produtor de manga, Produtor de pêra, Produtor de pêssego","Bananiculturist, citruser, pessiculator, avocado producer, banana producer, cashew producer, ciqui producer, orange producer, apple producer, papaya producer, mango producer, pear producer, peach producer",bananiculturist citruser pessiculator avocado producer banana producer cashew producer ciqui producer orange producer apple producer papaya producer mango producer pear producer peach producer
612510,Produtor de espécies frutíferas rasteiras,"Abacaxicultor, Produtor de abacaxi, Produtor de melancia, Produtor de melão, Produtor de morango","Pineapple, pineapple producer, watermelon producer, melon producer, strawberry producer",pineapple pineapple producer watermelon producer melon producer strawberry producer
612515,Produtor de espécies frutíferas trepadeiras,"Produtor de framboesa, Produtor de kiwi, Produtor de maracujá, Produtor de uva, Vinicultor, Viticultor","Raspberry producer, producer of Kiwi, producer of passion fruit, grape producer, vinulture, winemaker",raspberry producer producer kiwi producer passion fruit grape producer vinulture winemaker
612605,Cafeicultor,"Cafeicultor - empregador, Produtor de café","Coffeetor - Employer, Coffee Producer",coffeetor employer coffee producer
612610,Produtor de cacau,Cacauicultor - empregador,.,""
612615,Produtor de erva-mate,Mateicultor - empregador,MATICULOR - EMPLOYER,maticulor employer
612620,Produtor de fumo,Fumicultor - empregador,Smoker - Employer,smoker employer
612625,Produtor de guaraná,"Guaranaicultor, Guaranazeiro - empregador","GuaranaNaiculturo, Guaranazeiro - Employer",guarananaiculturo guaranazeiro employer
612705,Produtor da cultura de amendoim,Produtor de amendoim,Peanut producer,peanut producer
612710,Produtor da cultura de canola,"Produtor de canola, Produtor de colza","Canola Producer, Colza Producer",canola producer colza producer
612715,Produtor da cultura de coco-da-baia,Produtor de coco,Coconut producer,coconut producer
612720,Produtor da cultura de dendê,"Dendeicultor, Palmicultor, Produtor da cultura de palma, Produtor de dendê, Produtor de palma","Dendeultor, palmist, producer of palm culture, dendê producer, palm producer",dendeultor palmist producer palm culture dend producer palm producer
612725,Produtor da cultura de girassol,Produtor de girassol,Sunflower,sunflower
612730,Produtor da cultura de linho,"Produtor de linhaça, Produtor de linho","Flaxseed producer, linen producer",flaxseed producer linen producer
612735,Produtor da cultura de mamona,Produtor de mamona,Castor,castor
612740,Produtor da cultura de soja,"Produtor de soja, Sojicultor","Soybean producer, soybean",soybean producer soybean
612805,Produtor de especiarias,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
612810,Produtor de plantas aromáticas e medicinais,,"the JSON object must be str, bytes or bytearray, not NoneType",json object must str byte bytearray nonetype
613005,Criador em pecuária polivalente,"Arrendatário (pecuária), Criador de aves e bovinos, Criador de gado - bovino, caprino, suíno, Criador de gado - eqüino, ovino, muar - conta própria, Engordador de gado bovino, suíno, caprino - conta própria, Invernador de gado, Invernador de gado bovino, suíno, caprino, ovino - conta própria, Parceiro na pecuária, Pecuarista, Pequeno produtor rural, Produtor  em pecuária familiar, Produtor rural em pecuária","Rental (livestock), bird and cattle breeder, cattle breeder - cattle, goat, pig, cattle breeder, sheep, muar - own account, cattle fattener, pork, goat - own account, cattle winter,Winter of cattle, pork, goat, sheep - own account, partner in livestock, rancher, small rural producer, producer in family livestock, rural producer in livestock",rental livestock bird cattle breeder cattle breeder cattle goat pig cattle breeder sheep muar account cattle fattener pork goat account cattle winterwinter cattle pork goat sheep account partner livestock rancher small rural producer producer family livestock rural producer livestock
613010,Criador de animais domésticos,"Cachorreiro, Canicultor, Criador de cachorros, Criador de cães, Criador de gatos, Criador de pequenos animais, Gateiro, Sócio- proprietário - na criação de pequenos animais - empregador","Cachorreiro, canniculture, dog breeder, dog breeder, cat breeder, small animal breeder, cattle, partner - owner - in the creation of small animals - employer",cachorreiro canniculture dog breeder dog breeder cat breeder small animal breeder cattle partner owner creation small animal employer
613105,Criador de asininos e muares,"Criador de asininos e muares - empregador, Eqüideocultor de asininos e muares, Fazendeiro - na criação de asininos  e muares, Pecuarista - na criação de asininos, Pecuarista - na criação de muares, Proprietário - na criação de muares, Sitiante - na criação de asininos e muares, Sócio proprietário - na criação de asininos, Sócio proprietário - na criação de muares","Asinine and Muares Creator - Employer, Equidocultor of Asinines and Muares, Farmer - in the creation of Asinines and Muares, rancher - in the creation of asinines, rancher - in the creation of mules, owner - in the creation of mules, besiegers - in the creation of asininesand Muares, owner partner - in the creation of asinine, owner partner - in the creation of mules",asinine muares creator employer equidocultor asinines muares farmer creation asinines muares rancher creation asinines rancher creation mule owner creation mule besieger creation asininesand muares owner partner creation asinine owner partner creation mule
613110,Criador de bovinos (corte),"Bovinocultor - empregador, Cabanheiro - corte, Criador de gado bovino (exceto gado leiteiro) - empregador, Criador de zebu, Criador de zebu - conta própria, Criador de zebu - empregador, Engordador de gado bovino - empregador, Engordador de zebu - empregador, Estancieiro - na criação de gado bovino - empregador, Estancieiro na criação de gado bovino (gado de corte), Fazendeiro - na criação de bovinos - empregador, Invernador - na criação de gado bovino - empregador, Inverneiro - na criação de gado bovino - empregador, Invernista - na criação de gado bovino - empregador, Parceiro - na criação de gado bovino - empregador, Pecuário - na criação de gado bovino - empregador, Pecuarista - na criação de gado bovino - empregador, Produtor rural de gado de corte, Proprietário - na criação de gado bovino - empregador","BOVINOCULTOR - EMPLOYER, CABINHEIRO - CUTTING, CATHING CREATOR (EXCEPT GLOZER) - EMPLOYEE, ZEBU BREEDER, ZEBU BRATER, ZEBU CREATOR - EMPLOYMENT, BOVINO CATTLE GRATER - EMPLOYMENT,STANCIOUS - In the breeding of cattle - employer, stance in cattle raising (beef cattle), farmer - in cattle raising - employer, winter - in cattle raising - employer, winter - in cattle raising - employer, Winter - in the breeding of cattle - employer, partner - in cattle raising - employer, livestock - in cattle raising - employer, rancher - in cattle raising - employer, rural beef cattle, owner -in cattle raising - employer",bovinocultor employer cabinheiro cutting cathing creator except glozer employee zebu breeder zebu brater zebu creator employment bovino cattle grater employmentstancious breeding cattle employer stance cattle raising beef cattle farmer cattle raising employer winter cattle raising employer winter cattle raising employer winter breeding cattle employer partner cattle raising employer livestock cattle raising employer rancher cattle raising employer rural beef cattle owner cattle raising employer
613115,Criador de bovinos (leite),"Cabanheiro - leite, Estancieiro de leite, Leiteiro - na criação de gado bovino - empregador, Pecuarista de leite, Produtor de leite - na criação de gado bovino - empregador, Tirador de leite - produtor","Cabinheiro - Milk, Milk Stancia, Dairy - In the Creation of Bovine Cattle - Employer, Milk Room, Milk Producer - In the Creation of Cattle - Employer, Milk Tirar - Producer",cabinheiro milk milk stancia dairy creation bovine cattle employer milk room milk producer creation cattle employer milk tirar producer
613120,Criador de bubalinos (corte),"Bubalinocultor - corte, Criador de búfalos - corte, Fazendeiro de búfalos - corte","Bubalinoculture - cut, buffalo breeder - cut, buffalo farmer - court",bubalinoculture cut buffalo breeder cut buffalo farmer court
613125,Criador de bubalinos (leite),"Bubalinocultor - leite, Criador de búfalos - leite, Fazendeiro de búfalos - leite","Bubalinoculture - milk, buffalo breeder - milk, buffalo farm - milk",bubalinoculture milk buffalo breeder milk buffalo farm milk
613130,Criador de eqüínos,"Criador de cavalo de raça, Criador de cavalos - conta própria, Criador de cavalos - empregador, Criador de eqüideos eqüinos - empregador, Eqüinocultor, Fazendeiro - na criação de eqüinos - empregador, Pantaneiro, Pecuarista - na criação de eqüinos - empregador, Proprietário - na criação de eqüinos, Sitiante - na criação de eqüinos","Race horse breeder, horses' breeder, horsepower - employer - Equine Equidos Creator - Employer, Equinocultor, Farmer - In the Creation of Hays - Employer, Pantanal, Pacuor - In the Creation of Horn - Employer, Owner -in the creation of horses, besiencant - in the creation of horses",race horse breeder horse breeder horsepower employer equine equidos creator employer equinocultor farmer creation hay employer pantanal pacuor creation horn employer owner creation horse besiencant creation horse
613205,Criador de caprinos,"Caprinocultor, Caprinocultor - empregador, Caprinocultor cabanheiro, Caprinocultor de corte, Caprinocultor de leite, Caprinocultor matrizeiro, Criador de bode, Criador de cabras, Criador de caprinos - empregador, Fazendeiro - na criação de caprinos - empregador, Pecuarista - na criação de caprinos - empregador, Proprietário na criação de caprinos, Sitiante - na criação de caprinos","Goat Caprinocultor, Goat - Employer, Cabine Garm, Capator Caprinocultor, Milk Capinocultor, Matrizeiro Goat, Goat Creator, Goat Creator, Goat Creator - Employer, Farmer - In Goat Creation - Employer, Livener - Standardist - Goat Creation -employer, owner in the creation of goats, besiencer - in the creation of goats",goat caprinocultor goat employer cabine garm capator caprinocultor milk capinocultor matrizeiro goat goat creator goat creator goat creator employer farmer goat creation employer livener standardist goat creation employer owner creation goat besiencer creation goat
613210,Criador de ovinos,"Criador de carneiro, Criador de ovelhas - empregador, Criador de ovinos - empregador, Fazendeiro - na criação de ovinos, Ovinocultor - empregador, Ovinocultor cabanheiro, Ovinocultor matrizeiro, Pecuarista - na criação de ovinos, Proprietário - na criação de ovinos, Sitiante na criação de ovinos - empregador","Creator of sheep, sheep creator - employer, sheep creator - employer, farmer - in sheep creation, sheep - employer, sheep Cabanheiro, sheep in matrixeiro, rancher - the creation of sheep, owner - in the creation of sheep, besiegers in creationof sheep - Employer",creator sheep sheep creator employer sheep creator employer farmer sheep creation sheep employer sheep cabanheiro sheep matrixeiro rancher creation sheep owner creation sheep besieger creationof sheep employer
