CODIGO,TITULO,SINONIMOS,SINONIMOS_ENG
613110,Criador de bovinos (corte),"Bovinocultor - empregador, Cabanheiro - corte, Criador de gado bovino (exceto gado leiteiro) - empregador, Criador de zebu, Criador de zebu - conta própria, Criador de zebu - empregador, Engordador de gado bovino - empregador, Engordador de zebu - empregador, Estancieiro - na criação de gado bovino - empregador, Estancieiro na criação de gado bovino (gado de corte), Fazendeiro - na criação de bovinos - empregador, Invernador - na criação de gado bovino - empregador, Inverneiro - na criação de gado bovino - empregador, Invernista - na criação de gado bovino - empregador, Parceiro - na criação de gado bovino - empregador, Pecuário - na criação de gado bovino - empregador, Pecuarista - na criação de gado bovino - empregador, Produtor rural de gado de corte, Proprietário - na criação de gado bovino - empregador","BOVINOCULTOR - EMPLOYER, CABINHEIRO - CUTTING, CATHING CREATOR (EXCEPT GLOZER) - EMPLOYEE, ZEBU BREEDER, ZEBU BRATER, ZEBU CREATOR - EMPLOYMENT, BOVINO CATTLE GRATER - EMPLOYMENT,STANCIOUS - In the breeding of cattle - employer, stance in cattle raising (beef cattle), farmer - in cattle raising - employer, winter - in cattle raising - employer, winter - in cattle raising - employer, Winter - in the breeding of cattle - employer, partner - in cattle raising - employer, livestock - in cattle raising - employer, rancher - in cattle raising - employer, rural beef cattle, owner -in cattle raising - employer"
613115,Criador de bovinos (leite),"Cabanheiro - leite, Estancieiro de leite, Leiteiro - na criação de gado bovino - empregador, Pecuarista de leite, Produtor de leite - na criação de gado bovino - empregador, Tirador de leite - produtor","Cabinheiro - Milk, Milk Stancia, Dairy - In the Creation of Bovine Cattle - Employer, Milk Room, Milk Producer - In the Creation of Cattle - Employer, Milk Tirar - Producer"
613120,Criador de bubalinos (corte),"Bubalinocultor - corte, Criador de búfalos - corte, Fazendeiro de búfalos - corte","Bubalinoculture - cut, buffalo breeder - cut, buffalo farmer - court"
613125,Criador de bubalinos (leite),"Bubalinocultor - leite, Criador de búfalos - leite, Fazendeiro de búfalos - leite","Bubalinoculture - milk, buffalo breeder - milk, buffalo farm - milk"
613130,Criador de eqüínos,"Criador de cavalo de raça, Criador de cavalos - conta própria, Criador de cavalos - empregador, Criador de eqüideos eqüinos - empregador, Eqüinocultor, Fazendeiro - na criação de eqüinos - empregador, Pantaneiro, Pecuarista - na criação de eqüinos - empregador, Proprietário - na criação de eqüinos, Sitiante - na criação de eqüinos","Race horse breeder, horses' breeder, horsepower - employer - Equine Equidos Creator - Employer, Equinocultor, Farmer - In the Creation of Hays - Employer, Pantanal, Pacuor - In the Creation of Horn - Employer, Owner -in the creation of horses, besiencant - in the creation of horses"
613205,Criador de caprinos,"Caprinocultor, Caprinocultor - empregador, Caprinocultor cabanheiro, Caprinocultor de corte, Caprinocultor de leite, Caprinocultor matrizeiro, Criador de bode, Criador de cabras, Criador de caprinos - empregador, Fazendeiro - na criação de caprinos - empregador, Pecuarista - na criação de caprinos - empregador, Proprietário na criação de caprinos, Sitiante - na criação de caprinos","Goat Caprinocultor, Goat - Employer, Cabine Garm, Capator Caprinocultor, Milk Capinocultor, Matrizeiro Goat, Goat Creator, Goat Creator, Goat Creator - Employer, Farmer - In Goat Creation - Employer, Livener - Standardist - Goat Creation -employer, owner in the creation of goats, besiencer - in the creation of goats"
613210,Criador de ovinos,"Criador de carneiro, Criador de ovelhas - empregador, Criador de ovinos - empregador, Fazendeiro - na criação de ovinos, Ovinocultor - empregador, Ovinocultor cabanheiro, Ovinocultor matrizeiro, Pecuarista - na criação de ovinos, Proprietário - na criação de ovinos, Sitiante na criação de ovinos - empregador","Creator of sheep, sheep creator - employer, sheep creator - employer, farmer - in sheep creation, sheep - employer, sheep Cabanheiro, sheep in matrixeiro, rancher - the creation of sheep, owner - in the creation of sheep, besiegers in creationof sheep - Employer"
613215,Criador de suínos,"Criador de porcos - empregador, Criador de suínos - empregador, Fazendeiro na criação de suínos - empregador, Pecuarista - na criação de suínos empregador, Proprietário - na criação de suínos empregador, Proprietário de granja de suínos, Sitiante - na criação de suínos, Sócio-proprietário - na criação de suínos empregador, Suinocultor - criador de leitão, Suinocultor - empregador, Suinocultor cabanheiro, Suinocultor crecheiro","Pig Creator - Employer, Pig Creator - Employer, Pork Creation Farmer - Employer, Pacuor - In the Creation of Pork Employer, Owner - In the Creation of Pork Employer, Pig Farm Owner, besitant - in the creation of pigs, partner,-PROPRATEARY - In the creation of Pigs Employer, Swine - Creator of Leitão, Pig - Employer, Swine Cabinheiro, Swine Creak"
613305,Avicultor,"Avícola - empregador, Avicultor - empregador, Avicultor avozeiro, Avicultor comercial, Avicultor matrizeiro, Criador de aves, Parceiro - na criação de aves - empregador, Produtor de pinto de corte, Proprietário de granja - na criação de aves","PORTA - EMPLOYER, POUCULOR - EMPLOYER, AVOZEIRO PVICULOR, COMMERCIAL PLANT, MATRIZEIRO PRADULAR, BIRD CREATOR, PARTNER CREATING - EMPLOYMENT, CUTTING PINTO, GRANJA OWNER - BIRD CREATE"
613310,Cunicultor,"Coelheiro, Criador de coelhos, Criador de matrizes de coelhos, Criadores de coelhos integrados, Matrizeiro de coelho, Parceiro na criação de coelhos, Proprietário - na criação de coelhos","Bunny, rabbit creator, rabbit breeder creator, integrated rabbit breeders, rabbit matrixeiro, rabbit partner, owner - in the creation of rabbits"
613405,Apicultor,"Abelheiro, Apicultor - empregador, Meleiro, Proprietário - na criação de abelhas - empregador, Sócio-proprietário - na criação de abelhas - empregador","Abelheiro, beekeeper - employer, meleiro, owner - in the breeding of bees - employer, partner -owner - in the breeding of bees - employer"
613410,Criador de animais produtores de veneno,,"the JSON object must be str, bytes or bytearray, not NoneType"
613415,Minhocultor,"Criador de minhocas, Minhoqueiro, Produtor de húmus de minhoca","Minhocas creator, Minhoqueiro, producer of worm humus"
613420,Sericultor,"Criador de bicho-da-seda - empregador, Proprietário - na criação de bicho-da-seda - empregador, Rancheiro, Sericultor - conta própria, Sócio - proprietário - na criação de bicho-da-seda - empregador","Bug Creator - Employer, Owner - In the Creation of Bug Seda - Employer, Rancheiro, Sericator - Own Account, Partner - Owner - In the Creation of Seda Bicho - Employer"
620105,Supervisor de exploração agrícola,"Capataz da exploração agrícola, Capataz de horticultura, Capataz na fruticultura e na floricultura, Capataz na lavoura (exceto na floricultura, fruticultura e horticultura), Encarregado de horticultura, Encarregado de hortifrutigrangeiros, Fiscal de lavoura, Monitor agrícola, Orientador de plantio","Capataz of Agricultural Exploration, Horticulture Capataz, Flooring and Floriculture, Capataz in the crop (except for floriculture, fruiting and horticulture), horticulture in charge of horticulture, crop inspector, agricultural monitor, planning advisor"
620110,Supervisor de exploração agropecuária,"Capataz da exploração agropecuária, Capataz rural, Encarregado na agropecuária, Fiscal de propriedade agropecuária","Capataz of Agricultural Exploration, Rural Capataz, in charge of agriculture, agricultural property inspector"
620115,Supervisor de exploração pecuária,"Capataz (criação de gado bovino), Capataz de currais bovinos, Capataz na exploração de pecuária, Capataz na pecuária, Encarregado na exploração de pecuária","Capataz (cattle breeding), Currais Bovine Capataz, a foreman in the exploration of livestock, foreman in livestock, charged with the exploration of livestock"
621005,Trabalhador agropecuário em geral,"Agregado - na agropecuária, Arameiro (colocador de arames), Arrendatário - na agropecuária, Bóia-fria - na agropecuária, Camarada - na agropecuária, Campeiro - na agropecuária, Camponês na agropecuária, Colono - na agropecuária, Curador de animais - na agropecuária, Destocador - na agropecuária, Diarista - na agropecuária, Exterminador de insetos - na agropecuária, Fazedor de cerca - inclusive na agropecuária, Limpador de pasto - na agropecuária, Meeiro - na agropecuária - exclusive conta própria e empregador, Operador de engenho, Parceiro na agropecuária - exclusive conta própria e empregador, Peão - na agropecuária, Pegador de animais - na agropecuária, Peneirador - na agropecuária, Rendeiro na agropecuária - exclusive conta própria e empregador, Roceiro - na agropecuária - exclusive conta própria e empregador, Trabalhador braçal - na agropecuária - conta própria, Trabalhador braçal - na agropecuária - exclusive conta própria, Trabalhador braçal - na agropecuária - exclusive empregador, Trabalhador da coleta de sementes, Trabalhador da produção de sementes agrícolas, Trabalhador de enxada - na agropecuária, Trabalhador na formação de pastagem, Trabalhador rural - na agropecuária - exclusive conta própria, Trabalhador rural - na agropecuária - exclusive empregador","Aggregate - In agriculture, wiremaster (wires), lessee - in agriculture, float - in agriculture, comrade - in agriculture, champion - in agriculture, agriculture, settler - in agriculture, animal curator - in agriculture,Stockholor - In agriculture, day laborer - in agriculture, insect exterminator - in agriculture, fence maker - including agriculture, pasture cleaner - in agriculture, meueiro - at agriculture - exclusive account and employer, milling operator, partner in agriculture- EXCLUSIVE OWN ACCOUNT AND EMPLOYMENT, PEÃO - IN FRONT, ANIMAL WATER - AGRICULTURAL, SINCER - FROM AGROPHICS, RECORDING IN AGROPUCTION - EXCLUSIVE OWN ACCOUNT AND EMPLOYMENT, ROCKER - EXCLUSIVE OWN ACCOUNT AND EMPLOYMENT- Own Account, Braçal Worker - In Agriculture - Exclusive Own Account, Braçal Worker - In Agriculture - Exclusive Employer, Seed Collection Worker, Agricultural Seed Production worker, hoe worker - in agriculture, worker in the formation of pasture, workerRural - In Agriculture - Exclusive Own Account, Rural Worker - In Agriculture - Exclusive Employer"
622005,Caseiro (agricultura),"Chacareiro - exclusive conta própria e empregador, Rancheiro - na cultura","Chakareiro - Exclusive Own Account and Employer, Rancheiro - In Culture"
622010,Jardineiro,"Jardineiro (árvores para ornamentação urbana), Regador - na cultura, Trabalhador do plantio e trato de árvores ornamentais","Gardener (trees for urban ornamentation), watering - in culture, worker of planting and treatment of ornamental trees"
622015,Trabalhador na produção de mudas e sementes,"Colhedor de sementes, Embalador de mudas, Viveirista agrícola","Seed harvester, seedling packer, agricultural villain"
622020,Trabalhador volante da agricultura,"Abanador na agricultura, Adubador, Ajudante de serviço de (aplicação de produtos agroquímicos), Apanhador - na cultura, Aplicador agrícola, Arrancador - na cultura, Auxiliar de agricultura, Bóia-fria, Cabeça-de-campo, Capinador - na cultura, Capinador - na lavoura, Capineiro - na cultura, Capinheiro - na cultura, Capinzeiro - na cultura, Carpidor - na cultura, Catadeira - na cultura, Catador - na cultura, Cavador - na cultura, Ceifador, Ceifador - na cultura, Ceifeiro, Cerqueiro, Chefe de turma volante - na cultura, Coletor na cultura, Colhedor - na cultura, Colhedor de lavoura (exceto na floricultura, fruticultura e horticultura), Cultivador de cultura permanente, Cultivador de cultura temporária, Debulhador - na cultura, Descascador - na cultura, Destalador - na cultura, Diarista na agricultura, Empreiteiro - na cultura, Encarregado de silos, Encoivarador - na cultura, Enxadeiro, Enxadeiro - na cultura, Escolhedor - na cultura, Esparramador de adubos, Estercador, Foiceiro, Foiceiro - na cultura, Formador - na cultura, Formigueiro (combate às formigas), Lavrador - na cultura - exclusive conta própria e empregador, Lavrador de cultura permanente - exclusive conta própria e empregador, Lavrador de cultura temporária - exclusive conta própria e empregador, Lavrador na horticultura e na floricultura - exclusive conta própria e empregador, Matador de formiga - na cultura, Plantador - exclusive conta própria e empregador, Plantador de cultura permanente, Plantador de cultura temporária, Podador agrícola, Roçador - na cultura, Ronda de formiga (combate às formigas), Safrista, Selecionador e embalador de colheitas agrícolas, Semeador, Sementeiro - na cultura, Tarefeiro - na cultura, Tirador de palha - na cultura, Trabalhador agrícola polivalente, Valeiro - na cultura, Volante na agricultura","Subcaping in agriculture, fertilizer, service assistant (application of agrochemical products), casualty - in culture, agricultural applicator, starter - in culture, agriculture assistant, cold float, headbar- In the fields, weeding - in culture, capinral - in culture, capinzeiro - in culture, carpenter - in culture, chicken - in culture - in culture, navigator - in culture, reaper, reaper - in culture, reaper, cerqueiro,Leader's head of class - in culture, collector in culture, harvester - in culture, crop harvester (except in floriculture, fruiting and horticulture), permanent culture cultivator, temporary culture cultivator, throbber - in culture, peeling - in culture,DESULATOR - in culture, day laborer in agriculture, contractor - in culture, in charge of silos, encouraging - in culture, rod, rudeer - in culture, chosen - in culture, fertilizer spreader, manure, lise, hesiter - in culture, formator -In culture, anthill (combat to ants), farmer - in culture - exclusive account and employer, farmer of permanent culture - exclusive account and employer, temporary culture farmer - exclusive account and employer, farmer in vegetable and flower shop -EXCLUSIVE OWN ACCOUNT AND EMPLOYMENT, ANT KILLER - IN CULTURE, PLATER - EXCLUSIVE OWN ACCOUNT AND EMPLOYMENT, PERMANENT CULTURE PLANING, TEMPORARY CULTURE PLANING, AGRICULTURAL PROSSER, ROÇOUS - CULTURE, ANT ROUND (FIGHTS), SAFRIST,Picker and packer of agricultural harvests, sower, seeder - in culture, tasfeiro - in culture, straw - in culture, multipurpose agricultural worker, valeiro - in culture, steering wheel in agriculture"
622105,Trabalhador da cultura de arroz,"Arrozeiro - na cultura - conta própria, Colhedor de arroz, Cortador de arroz, Plantador de arroz - conta própria, Plantador de arroz - empregador, Rizicultor - conta própria, Rizicultor - empregador, Secador de arroz","Rice - In Culture - Own account, rice harvester, rice cutter, rice planner - own account, rice planner - employer, richuller - own account, richuller - employer, rice dryer"
622110,Trabalhador da cultura de cana-de-açúcar,"Colhedor de cana-de-açúcar, Cortador de cana-de-açúcar, Plantador de cana-de-açúcar - conta própria, Plantador de cana-de-açúcar - empregador, Tombador de cana-de-açúcar","Sugarcane harvester, sugarcane cutter, sugarcane planter-Own account, sugarcane planner-employer, sugarcane tipper"
622115,Trabalhador da cultura de milho e sorgo,"Plantador de milho e sorgo - conta própria, Plantador de milho e sorgo - empregador","Corn and Sorghum Planner - Own Account, Corn and Sorghum Planner - Employer"
622120,"Trabalhador da cultura de trigo, aveia, cevada e triticale","Plantador de trigo - conta própria, Plantador de trigo - empregador, Triticultor - conta própria, Triticultor - empregador","Wheat Planter - Own Account, Wheat Planner - Employer, Titiculture - Own Account, Titiculture - Employer"
622205,Trabalhador da cultura de algodão,"Apanhador de algodão, Catador de algodão, Colhedor de algodão, Cotonicultor, Cultivador de algodão - conta própria, Cultivador de algodão - exclusive conta própria e empregador, Plantador de algodão - exclusive conta própria e empregador","Cotton picker, cotton picker, cotton harvester, cottonkeeper, cotton cultivator - own account, cotton cultivator - exclusive account and employer, cotton planter - exclusive account and employer"
622210,Trabalhador da cultura de sisal,"Bagaceiro de sisal, Batedor de sisal - na cultura, Cultivador de agave - conta própria, Cultivador de agave - exclusive conta própria e empregador, Cultivador de sisal - conta própria, Cultivador de sisal - exclusive conta própria e empregador, Desfibrador de agave, Desifbrador de sisal - na cultura, Fibreiro de sisal, Operador de batedor de fibras, Plantador de sisal ou agave - exclusive conta própria e empregador, Puxador de sisal - na cultura, Resideiro de sisal, Trabalhador na cultura de agave","Sisal Sisal Biper, Sisal Bate - In Culture, Agave Cultivator - Own Account, Agave Cultivator - Self -Account and Employer, Sisal Cultivator, Sisal Cultivator - Exclusive Own Account, and Employer, Agave Defiber, Disappointmentde sisal - in culture, sisal fiber, fiber beater operator, sisal or agave planter - exclusive account and employer, sisal handle - in culture, residence of sisal, worker in agave culture worker"
622215,Trabalhador da cultura do rami,"Bagaceiro de rami, Batedor de rami, Carregador de rami, Cortador de rami, Cultivador de rami - conta própria, Cultivador de rami - exclusive conta própria e empregador, Fibreiro de rami","Rami, Rami beater, rami carrier, branches cutter, rami cultivator - own account, rami cultivator - exclusive account and employer, fiber of branches"
622305,Trabalhador na olericultura (frutos e sementes),"Trabalhador da cultura de feijão, lentilha e ervilha, Trabalhador na cultura de tomate","Worker of bean culture, lentils and pea, worker in the tomato culture"
622310,Trabalhador na olericultura (legumes),,"the JSON object must be str, bytes or bytearray, not NoneType"
622315,"Trabalhador na olericultura (raízes, bulbos e tubérculos)","Plantador de beterraba, Trabalhador na cultura de batata-doce, Trabalhador na cultura de batata-inglesa, Trabalhador na cultura de beterraba, Trabalhador na cultura de cebola, Trabalhador na cultura de mandioca","Beet, worker in the sweet potato culture, worker in the culture of potatoes, worker in the beet culture, worker in the onion culture, worker in cassava culture"
622320,"Trabalhador na olericultura (talos, folhas e flores)",Trabalhador na cultura de hortaliças,Worker in the culture of vegetables
622405,Trabalhador no cultivo de flores e folhagens de corte,"Floricultor no cultivo de flores e folhagens de corte, Trabalhador na floricultura (flores e folhagens de corte)","Floriculturist in the cultivation of flowers and cuts of cutting, worker in flower shop (flowers and cut foliage)"
622410,Trabalhador no cultivo de flores em vaso,"Floricultor no cultivo de flores em vaso, Trabalhador na floricultura (flores em vaso)","Floriculturist in the cultivation of flower flowers, worker in flower shop (vessel flowers)"
622415,Trabalhador no cultivo de forrações,"Floricultor no cultivo de forragens, Trabalhador na floricultura (forrações)","Floriculturist in the cultivation of forage, worker in floriculture (lining)"
622420,Trabalhador no cultivo de mudas,"Floricultor no cultivo de mudas, Trabalhador na floricultura (cultivo de mudas)","Floriculturist in the cultivation of seedlings, worker in floriculture (seedling cultivation)"
622425,Trabalhador no cultivo de plantas ornamentais,"Floricultor no cultivo de plantas ornamentais, Trabalhador da cultura de plantas ornamentais, Trabalhador na floricultura (plantas ornamentais)","Floriculturist in cultivating ornamental plants, worker of ornamental plant culture, worker in floriculture (ornamental plants)"
622505,Trabalhador no cultivo de árvores frutíferas,"Apanhador de laranja, Colhedor de banana, Colhedor de caju, Colhedor de laranja, Colhedor de manga, Colhedor de pêssego, Trabalhador da cultura de abacate, Trabalhador da cultura de acerola, Trabalhador da cultura de ameixa, Trabalhador da cultura de amora, Trabalhador da cultura de atemóia, Trabalhador da cultura de banana, Trabalhador da cultura de cajá, Trabalhador da cultura de caju, Trabalhador da cultura de caqui, Trabalhador da cultura de carambola, Trabalhador da cultura de cítricos, Trabalhador da cultura de cupuaçu, Trabalhador da cultura de fruta-pão, Trabalhador da cultura de goiaba, Trabalhador da cultura de graviola, Trabalhador da cultura de jaca, Trabalhador da cultura de jenipapo, Trabalhador da cultura de laranja e outros cítricos, Trabalhador da cultura de maçã, Trabalhador da cultura de manga, Trabalhador da cultura de nectarina, Trabalhador da cultura de pêra, Trabalhador da cultura de pêssego, Trabalhador da cultura de pinha, Trabalhador da cultura de pitanga, Trabalhador da cultura de tamarindo, Trabalhador da cultura de umbu, Trabalhador de fruticultura em geral, Trabalhador na cultura de romã","Orange picker, banana harvester, cashew harvester, orange harvester, mango harvester, peach harvester, avocado culture worker, acerola culture worker, plum culture worker, blackberry crop worker, worker fromCulture of Atemóia, worker of banana culture, worker of cashew culture, cashew culture worker, cash culture worker, carambola culture worker, citrus culture worker, Cupuaçu culture worker, worker of the culture of culturePEO FRUIT, GUABA CULTURE Worker, Soursop Culture Worker, Jackfruit Culture Worker, Jenipapo Culture Worker, Orange Culture Worker and other citrus, Apple Culture Worker, Mango Culture Worker, Workerof nectarine culture, worker of pear culture, worker of peach culture, worker of pine forest, worker of the culture of pitanga, worker of the culture of tamarind, worker of umbu culture, fruit worker in general, worker in culturepomegranate"
622510,Trabalhador no cultivo de espécies frutíferas rasteiras,"Trabalhador da cultura de abacaxi, Trabalhador da cultura de melancia, Trabalhador da cultura de melão, Trabalhador da cultura de morango","Pineapple culture worker, watermelon crop worker, melon culture worker, strawberry crop worker"
622515,Trabalhador no cultivo de trepadeiras frutíferas,"Colhedor de uva, Trabalhador da cultura de framboesa, Trabalhador da cultura de maracujá, Trabalhador da cultura de uva, Trabalhador no cultivo de quiui (kiwi), Trabalhador no cultivo de uva de mesa, Trabalhador no cultivo de uva de vinho e suco","Grape harvester, raspberry crop worker, passion fruit crop worker, grape culture worker, worker in Quiui (Kiwi), worker in the cultivation of table grapes, worker in the cultivation of wine grapes and juice"
622605,Trabalhador da cultura de cacau,"Barcaceiro - na cultura de cacau, Cacauicultor - exclusive conta própria e empregador, Colhedor de cacau, Embandeirador de cacau, Enxertador de cacau, Podador da cultura de cacau, Quebrador - na cultura de cacau, Tirador - na cultura de cacau, Tropeiro - na cultura de cacau","Barcadeiro - In Cocoa Culture, Cocouer - Exclusive Account and Employer, Cocoa Harvesting, Cocoa Coconutor, Cocoa Culture Pruner, Quebrair - Cocoa Culture, Tirar - In Cocoa Culture, Tropeiro - NaCocoa Culture"
622610,Trabalhador da cultura de café,"Apanhador de café, Arruador de café, Cafeicultor - exclusive conta própria e empregador, Catador de café, Colhedor de café, Terreirista de café, Terrereiro de café","Coffee Catter, Coffee Roader, Coffee Life - Exclusive Account and employer, coffee picker, coffee harvester, coffee terreirist, coffee terreiro"
622615,Trabalhador da cultura de erva-mate,"Colhedor de erva-mate, Plantador da matecultura, Podador de erva-mate, Tarefeiro na cultura de erva-mate, Trabalhador da matecultura","Herb Herblack, Material Planner, Yerba Mate Pruning, Tasfeiro in Yerba Mate Culture, Material Worker"
622620,Trabalhador da cultura de fumo,"Colhedor de fumo, Cultivador de fumo - exclusive conta própria e empregador, Fumeiro, Fumicultor - exclusive conta própria e empregador","Smoking harvester, smoke cultivator - exclusive account and employer, smoke, smoke - exclusive - own account and employer"
622625,Trabalhador da cultura de guaraná,"Colhedor de guaraná, Cultivador de guaraná - exclusive conta própria e empregador, Guaranazeiro, Podador de guaraná, Torrador de guaraná","Guarana harvester, Guarana cultivator - Exclusive Own Account and Employer, Guaranazeiro, Guarana Poder, Guaraná Torer"
622705,Trabalhador na cultura de amendoim,,"the JSON object must be str, bytes or bytearray, not NoneType"
622710,Trabalhador na cultura de canola,,"the JSON object must be str, bytes or bytearray, not NoneType"
622715,Trabalhador na cultura de coco-da-baía,"Colhedor de coco, Subidor de coqueiro","Coconut harvester, coconut tree"
622720,Trabalhador na cultura de dendê,Cortador de dendê,Palm
622725,Trabalhador na cultura de mamona,Quebrador de mamona,Mamon
622730,Trabalhador na cultura de soja,,"the JSON object must be str, bytes or bytearray, not NoneType"
622735,Trabalhador na cultura do girassol,,"the JSON object must be str, bytes or bytearray, not NoneType"
622740,Trabalhador na cultura do linho,,"the JSON object must be str, bytes or bytearray, not NoneType"
622805,Trabalhador da cultura de especiarias,"Lavrador da cultura de especiarias, Trabalhador na cultura de pimenta-do-reino","Farmer of spice culture, worker in the culture of black pepper"
622810,Trabalhador da cultura de plantas aromáticas e medicinais,,"the JSON object must be str, bytes or bytearray, not NoneType"
623005,Adestrador de animais,"Amansador, Amestrador, Condicionador de animais, Domador - na pecuária, Domador (asininos e muares), Domador de animais domésticos, Domador (equinos), Educador de animais, Instrutor de animais, Treinador de animais domésticos","Tamer, amsthestras, animal conditioner, tamer - in livestock, tamer (asinine and mules), domestic animal tamer, tamer (horses), animal educator, animal instructor, pet coach"
623010,Inseminador,Inseminador de animais,Animal inseminator
623015,Trabalhador de pecuária polivalente,"Arraçoador (pecuária polivalente), Assinalador - na pecuária, Campeiro - na pecuária, Capataz, Castrador, Castrador - na pecuária, Cevador (pecuária), Condutor de bois - na criação, Condutor de bovinos, Embretador, Manoseador, Peão de cavalo, Peão de estábulo, Preparador de ração natural para gado","Arraçador (multipurpose livestock), signing - in livestock, champion - in livestock, foreman, castrating, castrator - in livestock, certificate (livestock), driver of oxen - in the creation, driver of cattle, embinador, manosing, horse pawn, pawnof stable, natural feed trainer for cattle"
623020,Tratador de animais,"Tratador - na pecuária, Tratador de animais - na pecuária, Tratador de animais (jardim zoológico), Vacinador de animais","GUARD - In livestock, animal carrier - in livestock, animal carrier (zoo), animal vaccinating"
623025,Casqueador de animais,Casqueador de bovinos,Cattle
623030,Ferrador de animais,"Ferrador de equinos, Ferrageador de equinos","Horses, horses"
623035,Instrutor de mobilidade com cães-guia,Instrutor de cães-guia,Guide dog instructor
623105,Trabalhador da pecuária (asininos e muares),"Adestrador de animais de trabalho ( asininos e muares), Campeiro (asininos e muares), Peão (asininos e muares), Tratador (asininos e muares), Treinador (asininos e muares)","Working animals (asinine and mule), champion (asinines and mules), pawn (asinines and mules), asinine (asinine and mules), coach (asinines and mules)"
623110,Trabalhador da pecuária (bovinos corte),"Ajudante de boiadeiro, Ajudante de vaqueiro, Arrebanhador, Auxiliar de vaqueiro, Batedor de pasto, Campeiro (bovinos de corte), Peão de pecuária, Tocador de gado - na pecuária, Trabalhador rural, Vaqueiro, Vaqueiro - na agropecuária - exclusive conta própria e empregador, Vaqueiro (bovinos corte), Vaqueiro inseminador (bovinos corte)","Boiadeiro helper, cowboy, overwhelming, cowboy assistant, pasture scout, champion (beef cattle), livestock pawn, cattle player - livestock, rural worker, cowboy, cowboy - in agriculture - exclusive account and own account andEmployer, cowboy (beef), inseminating cowboy (Cattle Cut)"
623115,Trabalhador da pecuária (bovinos leite),"Apartador de gado, Operador de ordenhadeira, Ordenhador - na pecuária, Retireiro - na pecuária, Retireiro inseminador, Trabalhador - na pecuária - exclusive conta própria e empregador, Vaqueiro (bovinhos leite), Vaqueiro inseminador","Cattle Aparter, Order Operator, Order - In Livestock, Retireiro - In Livestock, Inseminating Retireiro, Worker - In Livestock - Exclusive Account and Employer, Cowboy (Cattle Milk), Inseminating Cowboy"
623120,Trabalhador da pecuária (bubalinos),"Campeiro (bubalinos), Peão (bubalinos), Retireiro, Trabalhador rural (bubalinos), Vaqueiro (bubalinos)","Campeiro (Bubalinos), Pawn (Bubalinos), Rictor, Rural Worker (Bubalinos), Cowboy (Bubalinos)"
623125,Trabalhador da pecuária (eqüinos),"Adestrador (eqüinos), Campeiro (eqüinos), Cavalariço, Cavaleiro, Encilhador, Pantaneiro - exclusive conta própria e empregador, Peão (eqüinos), Repassador - na pecuária, Tratador (eqüinos), Treinador (eqüinos)","Shoe (horses), champion (horses), horseback riding, knight, encloser, pantanal - exclusive account and employer, pawn (horses), passage - in livestock, handmaker (horses), coach (horses)"
623205,Trabalhador da caprinocultura,"Caprinocultor - exclusive conta própria, Retireiro (caprinos), Tratador de animais - caprinos","Caprinocultor - EXCLUSIVE OWN ACCOUNT, RETIREMENT (goats), Animal Gate - Goats"
623210,Trabalhador da ovinocultura,"Ovinocultor - exclusive conta própria, Pastor - na pecuária, Tosador, Tosquiador, Trabalhador de manutenção e preparação de tosqueadeiras","Sheep - Exclusive - Own Account, Shepherd - In Livestock, Tosador, Chatter, Maintenance Worker and Preparation of Tosqueatos"
623215,Trabalhador da suinocultura,Suinocultor - exclusive conta  própria,Swineculture - Exclusive Account
623305,Trabalhador da avicultura de corte,Avicultor de corte - exclusive conta própria e empregador,CUTTING AVICULOR - EXCLUSIVE OWN ACCOUNT AND EMPLOYER
623310,Trabalhador da avicultura de postura,"Avicultor  de postura - exclusive conta própria e empregador, Avicultor - exclusive conta própria na avicultura de postura","Posture Poultry - Exclusive Account and Employer, Aviculture - Exclusive Account on Posture Poultry"
623315,Operador de incubadora,"Auxiliar de incubação, Incubador de ovos","Incubation assistant, egg incubator"
623320,Trabalhador da cunicultura,Cunicultor - exclusive conta própria e empregador,Cuniculture - Exclusive Own Account and Employer
623325,Sexador,"Selecionador de pintos por sexo, Sexador de pintos","Sex chick selector, chicks sexer"
623405,Trabalhador em criatórios de animais produtores de veneno,"Cobreiro, Serpentarista","Cobreiro, Serpentarian"
623410,Trabalhador na apicultura,"Apicultor - exclusive conta própria e empregador, Criador de abelhas - exclusive conta própia e empregador","Apicultor - Exclusive Own Account and Employer, Bee Creator - Exclusive Account and Employer"
623415,Trabalhador na minhocultura,Minhoqueiro - exclusive conta própria e empregador,Minhoqueiro - Exclusive Account and Employer
623420,Trabalhador na sericicultura,"Criador de bicho-da-seda - conta própria, Parceiro do bicho-da-seda, Sericicultor - exclusive conta própria e empregador, Sericultor - exclusive conta própria e empregador, Trabalhador sericícola","Creator of Bicho-of-Seda-Own Account, Partner of the Seda Bicho, Sericulture-Exclusive Own Account and Employer, Serial-Own Account and Employer, Sericicola"
630105,Supervisor da aqüicultura,Encarregado da aqüicultura,Aquaculture
630110,Supervisor da área florestal,"Encarregado da área florestal, Líder da área florestal, Supervisor florestal","Forest area, leader of the forest area, forest supervisor"
